Nome;Rating;Posição Principal
Frankie Kent;61;CB
Runar Espejord;61;ST
Nicolás Pantaleone;61;LB
Joshua Nadeau;61;CB/RB
Alperen Uysal;61;GK
David Gómez;61;GK
Bryan Constant;61;ST
Dmitriy Osipov;61;CB
Jorge Grant;61;CM/RM
Nicolás Rinaldi;61;CAM/CM
Jose Johan Silva;61;GK
Lino Maldonado;61;ST
Sonni Nattestad;61;CB
Alex Gilliead;61;RM/ST
Dani Iglesias;61;ST
Denis Perger;61;LB
Caleb Stanko;61;CDM
Ted Smith;61;GK
Andreas Bruhn;61;RM/LM
Thomas Zündel;61;RM/LB
Jordan Elsey;61;CB/RB
Ezequiel Parnisari;61;RB
Krzysztof Danielewicz;61;CDM
Oliver Lund;61;RB/CB
Philip Zinckernagel;61;LM/CF
Elio Capradossi;61;CB
Callam Jones;61;CB
Lucas Salas;61;RM
Camilo Ponce;61;ST
Víctor Ruiz;61;LB/CB
Dominic Smith;61;CB
Juan Rodríguez;61;CAM/LM
Sebastián Ayala;61;CDM
Fabio Castillo;61;RB
Jáiber Cardona;61;GK
Esteban Espíndola;61;RB/CB
Ryan Haynes;61;LB/LWB
Tor Andre Aasheim;61;RW
Bjørn Inge Utvik;61;CB/RB
Rúben Oliveira;61;CM
Jack Barmby;61;CAM/LWB
Miguel Murillo;61;RM/LM
Alexis Delgado;61;CAM/LM
Stephen O'Donnell;61;RB/RWB
Paulo Retre;61;RB/CDM
Connor Pain;62;LW
Phakamani Mngadi;61;RM/CAM
Vanja Markovi ;61;CDM
Je Jong Hyeon;61;GK
Kim Gyeong Min;61;CDM
Ángel García;61;LB
Reece Flanagan;61;CM/CDM
Kim Jun Su;61;CB/RB
John Stertzer;61;CM/CDM
Jung Bin Park;61;ST/LM
Hakeeb Adelakun;61;RM/RW
Paul Arnold Garita;61;ST
Matthias Strohmaier;61;CB/CDM
Abdoulaye Keita;61;CM/RB
Baba Traoré;61;CB/LB
Andreas Hollingen;61;CM
Mark O'Hara;61;CAM/RB
Harry Middleton;61;CM/CDM
Adam D wiga a;61;CDM/CAM
Husam Al Jadani;61;CB
Callum McFadzean;61;LM/LB
Christopher Dilo;61;GK
Mohammed Al Amri;62;LB/RM
Paolo Frascatore;61;LB/LM
Amer Haroun Mohammed;61;CB
Fahad Ayed Al Johani;61;RM/ST
Jesper Björkman;61;CB
Jacob Dehn Andersen;61;CB
Lasse Petry;61;CM/CDM
Jack Munns;61;LM/CM
Jack Duncan;61;GK
Michael Duffy;61;LM
Ibrahim Al Zubaidi;61;LB
Yaseer Hussain Al Fahmi;61;ST/LM
Muhannad Al Farsi;61;RM/ST
Kieran Sadlier;61;CAM/CM
Thomas Dähne;61;GK
Ian Lawlor;61;GK
Thomas Vincensini;61;GK
Dan Butler;61;LB/LWB
Ahmed Al Mubarak;61;CDM/LM/RM
Hussain Al Shuwaysh;61;CB/LB
Mustafa Malaeka;61;GK
Sultan Al Yami;61;RB/LB
Musab Al Otaibi;61;CAM/RM
Fahad Al Reshedi;61;CM/RM
Ahmad Mohammed Abbas;61;CDM
Alassane N'Diaye;61;LM/ST
Luke Gambin;61;LM
Cedric Badjeck;61;ST
Kwame Thomas;61;ST
Pascal Millien;61;RM/CAM
Gabriel Somi;61;LM/LWB
Luke Byrne;61;LB
Lee Jun Ho;61;RB
Park Se Jik;61;CM/RM
Mark Ridgers;61;GK
Wesley Jobello;61;LM/CAM
Semi Ajayi;61;CB
Riccardo Ragni;61;GK
Marc Pelosi;61;CM/LM
Ryan Edwards;61;CAM
Jordan Roberts;61;LM
Gearóid Morrissey;61;CM
Rui Vieira;61;GK
Bradley Diallo;61;LB/CB
Dejan Stojanovic;61;GK
Krzysztof Baran;61;GK
Carlos Daniel;61;ST
Elfar Freyr Helgason;61;CB
Mikael Mandron;61;ST
Jamie Stephens;61;GK
Zander Clark;61;GK
Marco Perrotta;61;CB
Tom Nichols;61;ST
Hugo Silva;61;RB
Davit Skhirtladze;61;ST
Eirik Ulland Andersen;61;ST/RW
Oliver Turton;61;RB
Alex Cairns;61;GK
Alberto Prada;61;LB/CDM
Reice Charles-Cook;61;GK
Joe Day;61;GK
Elton Monteiro;61;CB
Elliott Johnson;61;LB
Josh Ruffels;61;CM/LB
Alex Rodman;61;RM/CM
Manuel Pérez;61;RW
Bryan Meredith;61;GK
Billy Clifford;61;CAM/CM
Blair Adams;61;LB
Tom Barkhuizen;61;RM/LM
Aaron McCarey;61;GK
Patrick Hoban;61;ST
Jermaine McGlashan;61;RM
Jerrad Tyson;61;GK
Ramón;61;RB
Tonny Brochmann;61;RM/LM
Jack Redshaw;61;ST
Jesse Joronen;61;GK
Clévid Dikamona;61;CB
Taylor Regan;61;CB/CDM
Eli Babalj;61;ST
Kevin Dawson;61;CM/RW
Anthony Flood;61;ST/CF
Mark Cullen;61;ST
Hampus Nilsson;61;GK
Craig Clay;61;CM
Tor Øyvind Hovda;61;CM
George Williams;61;LB/RB
Mark Gillespie;61;GK
Aslak Falch;61;GK
Lennard Adjetey Sowah;61;LB/CB
Jayden Stockley;61;ST
Pavel Komolov;61;RM/CDM
Omar Beckles;62;CB
Conor Henderson;61;CM
Kisho Yano;61;RB/ST
Mark O'Brien;61;CB
Ján Greguš;61;CM/CDM
Kurtis Byrne;61;ST/CAM
Benjamin Büchel;61;GK
Ollie Clarke;61;CM
Kevin Fickentscher;61;GK
Daniel Kearns;61;RM/LM
Andre Blackman;61;LB/LM
Kim Keun Bae;61;GK
Tomohiko Miyazaki;61;CM/LB
Shoki Hirai;61;ST
Shunsuke Ando;61;GK
Fraser Franks;61;CB/RB
Terry Gornell;61;ST
Aaron Morris;61;CDM/RB
Umut Sözen;61;CAM/LM
Davis Curiale;61;ST
Micha  Buchalik;61;GK
Michal Peškovi ;61;GK
Daniel Johansson;61;CB
Amadou Jawo;61;ST
Matt Godden;61;ST
David McAllister;61;CM/CDM
Ben Kantarovski;61;CDM/CM
Koki Mizuno;61;RM
Bobby Grant;61;CM/RW
Matthew Briggs;61;LB/CB
Lorcan Fitzgerald;61;LB
Dean Winnard;61;CB/LB
Adam McGurk;61;ST/RM
Milan Gaji ;61;CDM/CM
Robbie Weir;61;CM
Vinny Faherty;61;ST
Graham Burke;61;LM
Jimmy Smith;61;CM/CDM
Kelvin Etuhu;61;CM/CDM
Artur Krysiak;61;GK
Sean McAllister;61;CM
Marcelinho;61;LM/CM
Stefan Larsson;61;LB
Ben Kennedy;61;GK
Fahad Al Shammari;61;GK
Lenell John-Lewis;61;ST
Joe Thompson;61;RM/ST
Romuald Boco;61;CAM/LM
Marco van Duin;61;GK
Nicolaj Agger;61;ST/LM
Anders Randrup;61;RB/CB
Horacio Ramírez;61;GK
Riccardo Nardini;61;RW/RM
Theo Robinson;61;ST
Connor Smith;61;CM/RM
Jeppe Brandrup;61;RB
Xavier Tomas;61;CB
Stefan Batan;61;LB
Derrick Etienne Jr.;61;ST
Derek Pender;61;RB/LB
Maciej Szmatiuk;61;CB/CDM
Stefan Rodevåg;61;ST
Fatih Atik;61;CM/CDM/RB
Shane Supple;61;GK
Thomas Christensen;61;CB
David Mendes da Silva;61;CDM
Michael Nelson;61;CB
Zbigniew Ma kowski;61;GK
Matt Harrold;61;ST
Gary McSheffrey;61;LM/ST
Landry Bonnefoi;61;GK
Casper Ankergren;61;GK
Jermaine Easter;61;ST
Marcus Tudgay;61;ST
Billy Paynter;61;ST
Joe Murphy;61;GK
Jonas Johansen;61;CM
Jamie McGuire;61;CDM/CM
Raffaele Cretaro;61;ST/RM
Craig Disley;61;CM
Ritchie Humphreys;61;CDM/LB
Glenn Morris;61;GK
Alan Smith;61;CM/CDM
Chris Porter;61;ST
Jeffrey Leiwakabessy;61;LB
Matt Oakley;61;CDM/CM
Nicolás Bazzana;60;CB
Uriel Antuna;60;RM
Kevin Danso;60;CB
Kim Han Gil;60;LW
Paulo Alves;60;CAM
Ilya Zhigulev;60;CM
Itsuki Oda;60;CB
Quique Cebriá;60;GK
Matthias Verreth;60;RW/LW
Saturday Erimuya;60;CB
Adam Najem;60;CAM
Matija Špi i ;60;LB
Edgardo Rito;60;RB
Edwin Peraza;60;CB
Arne Maier;60;CM/CAM
Marco Friedl;60;LB
Daniel Schmidt;60;GK
Andrej Kotnik;60;CAM
Marios Siabanis;60;GK
Rodrigo;60;RB
Gastón Togni;60;LM/ST
Dennis Johnsen;60;RW
Dennis Lippert;60;LB
Abdelhamid Sabiri;60;LM
Tony Figueroa;60;LW/RW
Aliko Bala;60;LM/RM
Nikita Gvineyskiy;60;CM
Jonathan Acosta;60;CAM
Takuo Okubo;60;GK
Manuel De Luca;60;ST
Bryan Passi;60;CDM/CM
Carlinhos;60;ST/LW
Thibaud Verlinden;60;RM
Roman Macek;63;RM/CM
Julian Calor;60;CM/CAM
Brian Wright;60;ST
Brandon Aubrey;60;CB
Chris Odoi-Atsem;60;RB
Eric Klenofsky;60;GK
Giovanni Terrani;60;LW
Cherif Ndiaye;60;ST
Ro-Shaun Williams;60;CB/RB
Latif Blessing;60;ST/LW
Manuel Bustos;60;ST
Youssef Maziz;60;LM/CAM
Tommaso Costantini;60;RW/CF
Jang Cheol Yong;60;RB/LB
Jang Seong Jae;60;CAM
Oleg Kudryk;60;GK
Roberto Alvarado;60;CAM
Juan Ignacio Mare;60;ST
Yusuf Çelik;60;CB/LB
Fousseni Diabaté;60;ST/LW
Alexandr Sobolev;60;ST
Andrew Jung;60;ST
Martin Terrier;60;LW
Ahmet Eyüp Türkaslan;60;GK
Walter Viitala;60;GK
Luis Muñoz;60;CB
Marc Carbó;60;CM
Gabriel Rojas;60;LB
Juan Bauza;60;CAM/RM
Christopher Opéri;60;LM/LW
Terry Osei-Berkoe;60;LW
Dimitar Pirgov;60;CB
Owen Wijndal;60;LB
Viti;60;GK
Mahlatse Makudubela;60;LW/LWB
Robert Glatzel;60;ST
Yves Bissouma;60;CM
Libor Hrdli ka;60;GK
Moussa Seydi;60;RM
Lassana Faye;60;LB
Achileas Poungouras;60;CB
Mohamed Konaté;60;ST
William Tchuameni;60;ST
Zakaria Sanogo;60;RM/ST
Valentin Cojocaru;60;GK
Arnaut Groeneveld;60;RW/CAM
João Basso;60;CDM
Javier Fernández;60;CAM
Thembela Sikhakhane;60;RB
Alexandre Lavenant;60;CB
Dmitriy Vorobyev;60;ST
Vanderlei Dimao;60;ST
Helder Cuinha;60;ST
Madrigal;60;CM
Dani Cárdenas;60;GK
Gorka Alegría;60;GK
Javi Díaz;60;GK
Cristian Ramírez;60;CAM
Kaiser;60;CB
Kadem Ya ar;60;GK
Gökay Güney;60;CM
Facundo Barceló;60;ST
Gastón Gómez;60;GK
Valerio Mantovani;60;CB
Tiago André;60;LB
Alessandro Confente;60;GK
Fabio De Paoli;60;RM
Daniel Garro;60;LM
Abdoulaye Sissako;60;CM
Jorge Alberto Durán;60;CB
Alexis Mané;60;CDM
Dylan George;60;RW
Bandar Al Mutairi;60;LB/LM
Nayef Essa Al Dhafeeri;60;CDM
Guram Adzhoev;60;ST
Mounir Chouiar;60;CAM/ST
Jorge Faúndez;60;RB/CB
Gabriele Rolando;60;RB
Diego Ferraresso;60;RB/LB
Ricardo Peña;60;RB
Emanuele Ndoj;60;CM
Sergiy Pogorilyi;60;GK
Sebastien Amoros;60;CM
Reuven Niemeijer;60;CAM
Holly Tshimanga;60;LM
Fabian Nuñez;60;CAM/LW
Christian Vaquero;60;ST
Yeerjieti Yeerzati;60;GK
Giovanni Crociata;60;CAM/CF
Bright Gyamfi;60;RB/CB
Hassan Jamal Al Habib;60;CM
Josh Maja;60;ST
Mohamed Haddachi;60;LB
Trevor David;60;RB
César Assia;60;CDM
Petar Zivkov;60;LB/LM
Daniele Cardelli;60;GK
Przemys aw Szarek;60;CB
Arthur Yannick Gomis;60;ST
Jakub Arak;60;ST
Ruben de Jager;60;ST
Amara Condé;60;CM
Marius Funk;60;GK
Bernard Tekpetey;61;RM/CF
Stephane Omeonga;60;CM/CDM
Timo Hübers;60;CB
Kristian Dirks Riis;60;CB
Joaquin Aros;60;CB
Sebastian Diaz;60;CDM/CM
Jaime Soto;60;RB
Ivo Chaves;60;RB/RM
Yusuf F rat Kaplan;60;CAM
Ahmet Bahç van;60;CM
Shaun Pearson;60;CB
Obed Malolo;60;CDM/CM
Sergey Podoksenov;60;CM/CAM
Georgi Kostadinov;60;CDM
Sergi Álamo;60;LB
Keanu Staude;60;CAM/LM
José Valdez;60;ST
Fabio Della Giovanna;60;CB
Issam Ben Khemis;60;CM
Bradley Mazikou;60;LB
Do ukan Sinik;60;CAM
Rodrigo Córdoba;60;CM
Wilson Sosán;60;CAM
Nazario Chalves;60;LB
Tomás Sandoval;60;ST
Namakoro Diallo;60;LB
Alexandre Leroyer;60;RB/RM
Simone Palombi;60;ST/RW
Aaron Dhondt;60;ST
Ben Brereton;60;ST
Jeff Callebaut;60;LM
Jean-Yves Tabla;60;RM/CAM
Thomas Oude Kotte;60;CB/LB
Luca Germoni;60;LB
Aïssa Bilal Laïdouni;60;RB
Jaume Valens;60;GK
Ricky Alonso;60;GK
Anton Nedyalkov;60;LB
Joël Abu Hanna;60;CB
Vincent Dorel;60;GK
Luis Sinisterra;60;LM/ST
Robin Le Normand;60;CB/CDM
Erik Næsbak Brenden;60;RM/CAM
Hong Joon Ho;60;CB
Jeong Dong Yun;60;RB/LB
Shannon Gomez;60;RB/RW
Thomas Kok;60;CB
Xaver Schlager;60;CM/CDM
Tsuyoshi Shimamura;60;CB
Ko Itakura;60;CB
Ricardo Kieboom;60;GK
Federico Costa;60;GK
Mathias Pereira Lage;60;ST
Franco Troyansky;60;ST
Daniel Cleary;60;CB
Corral;60;LB/CB
Sullivan Martinet;60;ST
Lucas Piergiacomi;60;RB
Masato Kurogi;60;CM/CDM
Masaru Matsuhashi;60;RM/CB
Yu Tamura;60;CB/CDM
Shunsuke Tsutsumi;60;CB
Masashi Kamekawa;60;LB
Yuki Saneto;60;CB/RB
Keijiro Ogawa;60;RM/CM
Luciano Gómez;60;RM/CM
Hayao Kawabe;60;CDM/CAM
Gianfranco Ferrero;60;CAM
Bautista Cascini;60;CM
Milton Valenzuela;60;LB
Emiliano Franco;60;CM
Takuya Marutani;60;CDM/CM
Kyohei Yoshino;60;CB
Tomoki Imai;60;RB
Fumiya Hayakawa;60;CB/LB
Koji Inada;60;GK
Ryuji Izumi;60;CAM
Ramiro Garay;60;CM
Florian Escales;60;GK
Robbert de Vos;60;CM
Joe Caletti;60;CM/CDM
Axel Kacou;60;GK
Moses Ogbu;60;CAM/ST
Eric Oelschlägel;60;GK
Daniel James;60;LW/RW
Conor Masterson;60;CB
Stian Michalsen;60;LM
Mathias Bringaker;60;ST
Hadji Barry;60;ST/LW/RW
Cole Seiler;60;RB/CB
Ezequiel Palomeque;60;CB
Femi Hollinger-Janzen;60;ST
Brendan Hines-Ike;60;CB
Woo Chan Yang;60;LB/LM
George Miller;60;ST
Brandon Allen;60;ST
Hüseyin Y lmaz;60;GK
Jesper Karlsson;60;ST/RM
Nico Karger;60;LM/ST
Tim Blättler;60;ST
Quentin Braat;60;GK
Juan David Jiménez;60;CDM
Martin Ramsland;60;ST
Ruon Tongyik;60;CB
James Aguirre;60;GK
Antony Evans;60;CAM/ST
Nicolás Andereggen;60;ST/LW
Exequiel Palacios;60;RM
Thomas Biancardini;60;CM
Marcus Browne;60;CAM/CM
Joe Ward;60;CM
Dylan Fox;60;CB
Gonzalo Montiel;60;CB
Juan Manuel Álvarez;60;CAM
Ramiro Macagno;60;GK
Fabián Henríquez;60;LM
Brahim Konaté;60;CM
Charles Traoré;60;LB
Blagoy Makendzhiev;60;GK
Amir Natcho;60;CAM/RM
Michael Brandner;60;CDM/CM
Serrano;60;RW/RM
Alexandr Filin;60;LB/RB
Brandon Wilson;60;CM
Jack Simpson;60;CB
Samuele Perisan;60;GK
Marijn de Kler;60;LB
Ángelo Araos;63;CAM/RW
Sander van Looy;60;CB
Darren Oldaker;60;CM
Carlo Pelagatti;60;RB/CB
Nathaël Julan;60;ST
Túlio Nevinha;60;CB
Neviano Neves;60;RB/RM
Jadsinho Mei;60;LB
Caio Chissano;60;CDM
Adrizinho Bastos;60;LB/RB
Alan Acosta;60;RM
Felix Schröter;60;ST
Ramón Sáez;60;LB
Eduardo Navarrete;60;LB
Djair Parfitt-Williams;60;RM/ST
Sebastian Stolze;60;ST
Andy Faustin;60;ST/RM
Nico Antonitsch;60;CB/RB
Mikkel Hedegaard;60;RB/CM
Djibril Sow;60;CM
Emiliano Ozuna;60;ST
Célestin Djim;60;RW/ST
Matheus Silva;60;CDM/CB
Jules Van Cleemput;60;CB
George Mells;60;CM
Gianluca Mancini;60;CB
Osvaldo Arroyo;60;LB
Abel Peralta;60;RM
Mike-Steven Bähre;60;LM
Andrea Nalini;60;RW
Christopher Lina;60;CDM
Jair Mosquera;60;GK
Antonee Robinson;60;LB
Oscar Linnér;60;GK
Dominik Widemann;60;ST
Paolo Bartolomei;60;CM
Julen Etxabeguren;60;CB
Ken Gipson;60;RB
Théo Guivarch;60;GK
Florian Templ;60;ST
Mike Hauptmeijer;60;GK
Bobby Allain;60;GK
Patrice Dimitriou;60;LB
Florent Perradin;60;CB/CDM
Mickaël Scannella;60;GK
Giuseppe Panico;60;ST/CF
Benedikt Gimber;60;CB
Daouda Bassock;60;RW/LW
Eirik Wichne;60;RM/RB
Matías Vargas;60;CAM
Tyler Roberts;60;ST/LM
Marcin Listkowski;60;RM/CAM
Corentin Jacob;60;CDM/CB
José Luis Díaz;60;LB
Kevin O'Connor;60;LB
Dimitry Bertaud;60;GK
Sergio Rodríguez;60;CF/CAM
Peter Wilson;60;ST
Connor Ronan;60;CAM/LM
Eddy Lecygne;60;CM
Dan Agyei;60;ST
Antonino La Gumina;60;ST
Macaulay Gillesphey;60;LB/CB
Valeriy Alshanskiy;60;ST
Lachlan Jackson;60;CB/LB
Keegan Pereira;59;LB
Pritam Kotal;60;RB/CDM
Álvaro Angulo;60;LB
Sherko Kareem Gubari;60;CAM
Vladislav Suslov;60;GK
Marcus Thuram;60;ST
Juan Silva;60;CM
Shayon Harrison;60;ST
Fredrik Krogstad;57;CM/LM
Kyle Walker-Peters;60;RB/LB
Ezequiel Bonacorso;60;RB
Alejandro Peláez;60;GK
Matteo Gasperi;60;CAM/RM
Jang Dae Hee;60;GK
Carlos Rosel;60;RM/LM
Gosay Saad Al Shelali;60;CDM/CM
Cristian Guanca;60;ST
Kim Seon Woo;60;CDM/CM
Ibrahim Al Talhi;60;LM/CAM
Ezri Konsa;60;CB/CDM
Tomáš Vestenický;60;RM/ST
Fahad Ibrahim Bin Munyif;60;CB
David Contreras;60;CDM
Dylan Mboumbouni;60;CB
Ridwan Gyselinck;60;CB
Juan José Calero;60;ST
Callum Roberts;60;ST/LM
Gil Alcalá;60;GK
Alex Zendejas;60;LM
Leandro De Bórtoli;60;GK
Germán Caffa;60;GK
Abdulelah Saleh Al Amer;60;CB
Ain Acosta Luna;60;GK
Nick Cowburn;60;LB/RB
Carlos Alves;60;GK
Anton Lazutkin;60;CB
Colm Horgan;60;RB
Marko Kvasina;60;ST/CAM
Gianfranco Gazzaniga;60;GK
David Gil;60;GK
Marcos Ledesma;60;GK
Rayan Raveloson;60;CM/LM
Andrés del Olmo;60;CM/CDM
Herman Hallberg;60;RM/CM
Ben Swanson;61;CM/CDM
Mauricio Aquino;60;GK
Chris Willock;60;LM
Alpay Koçakl ;60;RB/RM
Théo Valls;60;LB/CM
Marco Bustos;60;CAM/RM
Charlie Colkett;60;CM
Nicolás Contin;60;ST
Giovanni Sbrissa;60;CM
Rees Greenwood;60;LW/ST
Maxime Do Couto Teixeira;60;CAM/CM
Egzon Binaku;60;LB
Matías;60;ST
Gurpreet Singh Sandhu;60;GK
Ahmad Al Hbeab;60;CB
Roland Baas;60;LB
Nathan Dekoké;60;LB/CB
Muteb Sharahili;60;GK
Zak Vyner;60;RB/CB
Brandur Hendriksson;60;CM/RM
Craig Wighton;60;ST/LM
Kamil Wojtkowski;60;CAM
Maurice Multhaup;60;RM/CAM
Coy Craft;60;RM/CM
Jeppe Simonsen;60;ST/LW
Mitchell Lund;60;RB/RWB
Stefan Aškovski;60;LB
Gabriel Alanís;60;LM
Tennai Watson;60;RB
Santiago Altamira;60;CB
Nigel Atangana;60;CDM/CM
Jérémie Porsan-Clemente;60;ST
Aaron Nemane;60;RM/LM
Lotem Zino;60;CDM/CM
Ali Yasar;60;LB
Luka Zarandia;60;RM
Sandesh Jhingan;61;CB
Daniel Steininger;60;RM
Stephen Dooley;60;LW
Craig MacGillivray;60;GK
Tim Rieder;60;CB
Saleh Al Jaman;60;LM/ST
Benjaloud Youssouf;60;RB
Alex Fisher;60;ST
Akim Zedadka;60;RB/LB
Will Norris;60;GK
Josh Coulson;60;CB
Faruk Çak r;60;GK
Mauro Coppolaro;60;CB/RB
Liam Smith;60;RB
Tom Davies;60;CB
Cristopher Ross;60;LB/CB
Jack Rose;60;GK
Lefteris Choutesiotis;60;GK
Nicolò Fazzi;60;CM/RW
Liam Kinsella;60;RB/CM
Eric Smith;60;CM
Jonas Bager;60;CB
Youssouf Koné;60;LB
Hansel Zapata;60;LM
Jairo Molina;60;ST
Lucas Carrizo;60;LB
Petar Golubovi ;60;RB
Emmanuel Besea;60;CM
Yu Cheong Yun;60;CB
Carlos Mosquera;60;LM/CAM
Ronald Mukiibi;60;RB/CB
Wilfrido de la Rosa;60;ST
Samuel Mensiro;60;CB/RWB
Jorge Araya;60;CM
Eoghan O'Connell;60;CB/RB
Harry Kyprianou;60;LB/LWB
Asger Sørensen;60;CB
Garrido;60;CB/RB
Osarenren Okungbowa;60;CDM/CM
Zlatan Krizanovi ;60;ST
Anthony Mandrea;60;GK
Juan José Narváez;60;ST
Harry Wilson;60;RW/LW
Hamish Watson;60;ST
Nick Borgman;60;GK
Filippo Costa;60;LM/LWB
Mansour Ibrahim Hamzi;60;RM/CAM
Sammie Szmodics;60;CAM/CM
Harrison McGahey;60;CB/RB
Mohammed Al Wakid;60;GK
Michael Duckworth;60;RB/LWB
Berk  smail Ünsal;60;ST
Filippo Lora;60;CM
Kamil Dankowski;60;RB/RM
Alhaji Gero;60;ST
Ryan Fulton;60;GK
Ousman Mannéh;61;ST
Ryan Bird;60;ST
Yuzo Kurihara;60;CB
Samy Bourard;60;CAM
Galván;60;GK
Max Müller;60;CB
Mariano Almandoz;60;RB
Bradley Fewster;60;ST
Courtney Duffus;60;ST
Najib Gandi;60;RW
Juwon Oshaniwa;60;LB
Alex Bray;60;RM
Liam Shephard;60;RB/CM
Michael Neill;59;LB
Joni Kauko;60;CM/CDM
Marc Klok;60;CDM/CM
Wálter Veizaga;60;CM
Luke O'Nien;60;CM
Jonas Thorsen;60;RB/LB
Vyacheslav Zinkov;60;CDM
Filip Sachpekidis;60;LM/RM
Chris Philipps;60;CDM/CB
Gonzalo Yordan;60;GK
Jimmy Cisterna;60;CM/CDM
Ángel Muñoz;60;CM/CAM
Álex Portillo;60;LB
Scott Tanser;60;LB
Jake Hessenthaler;60;CM
Ariel Martínez;60;CM/CAM
Abdullah Al Arraf;60;GK
Abdullah Madu;60;CB
Marcin Flis;60;CB
Thomas Lehne Olsen;60;LW/ST
Sean Goss;60;CM
Joe Rothwell;60;CM/RM
Donald Love;60;RB
Jesse Starkey;60;LM/CAM
Macauley Bonne;59;ST/RM
Maxime Crépeau;60;GK
Stéphan Raheriharimanana;60;CDM/CM
Brad Walker;60;CM/CB
Niclas Vemmelund;60;RB/CB
Im Seong Teak;60;RM/CAM
Ibrahima Diédhiou;60;CB
Ntuthuko Radebe;60;LB
Jeong Jae Yong;60;CDM/CM
Ahmed Mohammed Krenshi;60;CM/LM
Giorgio Rasulo;60;CAM
Jordan Jones;60;LM/CAM
Diego De Girolamo;60;ST/CAM
Murad Al Rashdi;60;CDM/CAM
Kim Young Chan;60;CB
Hendrik Hansen;60;CB
Dylan Connolly;60;LM
Haris Tabakovic;60;ST
Sean Hoare;60;CB
Dominic Gape;60;CM
Patryk St pi ski;60;LB/RB
Nicola Lancini;60;LB/CB
Jack Whatmough;60;CB/CDM
Marcus Fraser;60;RB/CB
Enock Kwakwa;60;CM
Tony Dingwall;60;CM/LM
Hadi Yahya;60;CB
Abdullah Al Dawsari;60;CB/RB
Dramane Konate;60;CB
Dennis Olsson;60;LB
Mohammed Salem;60;RB/CB
Basim Al Baqi;60;GK
Andreas Hirzel;60;GK
Vitaliy Gudiev;60;GK
Craig Roddan;60;CDM/CM
Maher Othman;60;CDM/CM
Pablo González;60;CM
Elliot Lee;60;ST/LM
Jacob Pepper;60;CDM/RB
Yahya Kaabi;60;LB
Gabriel Lüchinger;60;CAM
Ibrahim Zaid;60;GK
Youssouf M'Changama;60;CM/LM
Mitchell Rose;60;RM/CM
Garry Buckley;60;CM/CAM
David Henen;60;LW/CF
Mathias Dyngeland;60;GK
Martin Harrer;60;ST/LM
John Mountney;60;RM
Gavan Holohan;60;CM/CAM
Timothée Dieng;60;CDM/CB
Luca Crescenzi;60;CB
Charles Dunne;60;LB
Steven Hewitt;60;CM
Johnny Goddard;60;CAM/CM
Aaron Phillips;60;RB
Adi Yussuf;60;ST
Sillero;60;GK
Paddy Barrett;60;CB
Nicolaj Ritter;60;LB/LM
Bror Blume;60;CAM/LW
Sacha Petshi;60;CM/CDM
Barry McNamee;60;CAM
Anton Forrester;60;ST
Matthew Dolan;60;CM
An l Koç;60;RM
Nana Welbeck;60;CM/CDM
Yann Songo'o;60;CDM/CB
Yang Han Been;60;GK
Yoon Dong Min;60;ST
Shkodran Maholli;60;ST
Chris Kettings;60;GK
Steven Beattie;60;RW/RB
Jordan Slew;60;ST/LM
Akwasi Asante;60;ST
Nikola Jakimovski;60;LM/LB
Aykut Özer;60;GK
Ben Heneghan;60;CB
Lee Lucas;60;CM
Christopher Routis;60;CM/CDM
Harry Pell;60;CM
Richárd Magyar;60;CB
Zaurbek Pliev;60;LB/CB
Sean Houston;60;CM
Ciaran Kilduff;60;ST
Ryan Brennan;60;CM/CDM
Tom Miller;60;RB/RWB
Raphael Spiegel;60;GK
David Oberhauser;60;GK
Ryan Bowman;60;ST
Josh Parker;60;ST/RM
Mathias Wichmann;60;CM/LM
Mansour Yahya Al Najei;60;GK
Nicolas Gétaz;60;LM/LB
Thomas Konrad;60;CB
Josh Payne;60;CM
Yoshizumi Ogawa;60;RM
Takuya Nozawa;60;ST
David Cornell;60;GK
Dejan Sorgi ;60;ST
Mark Byrne;60;CM
Jamie Devitt;60;CAM/CM
Lewis Young;60;RB/RM
Tommi Vaiho;60;GK
Billy Bingham;60;CM
 ukasz Tymi ski;60;CDM
Labinot Haliti;60;ST/CAM
Gerard Doherty;60;GK
Carl Magnay;60;RB/CM
Jason Hoffman;60;RB
Adam Yates;60;RB
Andrew Redmayne;60;GK
Diego Mejía;60;CM
Erik Dahlin;60;GK
Ger O'Brien;60;RB
Derek Foran;60;CB
Alexandre Bouchard;60;GK
Romain Armand;60;ST
Tando Velaphi;60;GK
Ryan Griffiths;60;ST/LW
Sho Ito;60;ST
Davide Raffaello;60;CM
Sean Rigg;60;LM/ST
Tibor Joza;60;CB
Luke Joyce;60;CM/CDM
Paul Bignot;60;RB/CB
Nicky Deverdics;60;CM/CDM
Fulvio Sulmoni;60;CB
Craig Reid;60;ST
Billy Dennehy;60;LW/CAM
Eddie Nolan;60;RB/LB
Gavin Peers;60;CB
Przemys aw Pitry;60;CAM/ST
Steven Schumacher;60;CM/CDM
Patrik Haginge;60;RB/LB
Zesh Rehman;60;CB/RB
Danny Pugh;60;CM/LB
Garry Thompson;60;ST/RW
Dmitriy Kudryashov;60;CM
Ivan Ershov;60;RB/LB
Manolo Martínez;60;CB/CM
